product_author,product_name,product_price,product_rating
Barbara Kingsolver,Unsheltered: A Novel,$11.99,748
Rick McIntyre,The Rise of Wolf 8: Witnessing the Triumph of Yellowstone's Underdog,$24.26,4
W. Bruce Cameron,A Dog's Promise: A Novel (A Dog's Purpose),$18.29,47
Taste of Home,Taste of Home Copycat Restaurant Favorites: Restaurant Faves Made Easy at Home,$14.39,1
Suzanne Lang,Grumpy Monkey,$10.62,311
Mary Balogh,Someone to Remember (The Westcott Series Book 7),$5.99,39
Corin Grillo,The Angel Experiment: A 21-Day Magical Adventure to Heal Your Life,$13.67,15
Daniel Humm,"Eleven Madison Park: The Next Chapter, Revised and Unlimited Edition: [A Cookbook]",$42.78,1
Thomas Philippon,The Great Reversal: How America Gave Up on Free Markets,$21.06,7
Robert Lee Brewer,Writer's Market 2020: The Most Trusted Guide to Getting Published,$21.49,
Steve Ford,Work in Progress: Unconventional Thoughts on Designing an Extraordinary Life,$22.97,
Unkown,Naturally Keto,$26.18,39
Danny Silk,Unpunishable: Ending Our Love Affair with Punishment,$12.50,9
Cole Nussbaumer Knaflic,Storytelling with Data: Let's Practice!,$24.99,17
America's Test Kitchen,America's Test Kitchen Twentieth Anniversary TV Show Cookbook: Best-Ever Recipes from the Most Successful Cooking Show on TV,$31.10,15
Unkown,"Do the Work: The Official Unrepentant, Ass-Kicking, No-Kidding, Change-Your-Life Sidekick to Unfu*k Yourself",$0.00,3
Unkown,"Wool, Needle & Thread: The Go-To Guide for Wool Stitchery",$26.09,4
Sasha Sagan,For Small Creatures Such as We: Rituals for Finding Meaning in Our Unlikely World,$19.94,8
Kelly Minter,A Place at the Table: Fresh Recipes for Meaningful Gatherings,$19.89,99
Keeanga-Yamahtta Taylor,"Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership (Justice, Power, and Politics)",$27.00,
Unkown,Writing the Big Book: The Creation of A.A.,$33.31,1
Unkown,Another Day In The Life,$28.49,6
Sam Roberts,A History of New York in 27 Buildings: The 400-Year Untold Story of an American Metropolis,$24.20,1
Cesar Lozano,"¡Ya supéralo! / Get Over It, Already! (Spanish Edition)",$11.64,1
Paul Kahan,"Cooking for Good Times: Super Delicious, Super Simple [A Cookbook]",$31.50,14
Unkown,Tell Me a Story: My Life with Pat Conroy,$19.89,8
Reginald Dwayne Betts,Felon: Poems,$11.99,4
Martin Cruz Smith,The Siberian Dilemma (The Arkady Renko Novels Book 9),$12.99,10
Meghan Daum,The Problem with Everything: My Journey Through the New Culture Wars,$12.99,10
Erica Armstrong Dunbar,She Came to Slay: The Life and Times of Harriet Tubman,$21.59,
C. Bradley Thompson,America's Revolutionary Mind: A Moral History of the American Revolution and the Declaration That Defined It,$29.69,
Tom Satterly,All Secure: A Special Operations Soldier's Fight to Survive on the Battlefield and the Homefront,$24.30,8
Unkown,The Hard Times: The First 40 Years,$17.99,11
Unkown,Pathfinder Lost Omens Character Guide [P2],$33.24,1
Gene Weingarten,One Day: The Extraordinary Story of an Ordinary 24 Hours in America,$19.61,2
Neil Pasricha,"You Are Awesome: How to Navigate Change, Wrestle with Failure, and Live an Intentional Life (Book of Awesome Series, The)",$17.49,25
Justin Devillier,The New Orleans Kitchen: Classic Recipes and Modern Techniques for an Unrivaled Cuisine [A Cookbook],$35.88,23
Simon Rush,"The Ultimate Instant Pot cookbook: Foolproof, Quick & Easy 800 Instant Pot Recipes for Beginners and Advanced Users (Instant Pot coobkook)",$0.00,95
Hannah Hart,My Drunk Kitchen Holidays!: How to Savor and Celebrate the Year: A Cookbook,$19.69,6
Tara Bennett,The Making of Outlander: The Series: The Official Guide to Seasons Three & Four,$31.49,26
Michael Gardner,Axel Vervoordt: Portraits of Interiors,$57.99,
Unkown,"1,000 Places to See Before You Die (Deluxe Edition): The World as You've Never Seen It Before",$43.48,1
Adam Rippon,Beautiful on the Outside: A Memoir,$18.87,18
Curt Sampson,Roaring Back: The Fall and Rise of Tiger Woods,$22.37,2
Natasha Ngan,Girls of Storm and Shadow (Girls of Paper and Fire (2)),$15.19,5
Unkown,"Time Is Tight: My Life, Note by Note",$24.01,3
Marie Greene,Knit Shawls & Wraps in 1 Week: 30 Quick Patterns to Keep You Cozy in Style,$19.79,1
Jana DeLeon,Swamp Santa (A Miss Fortune Mystery Book 16),$5.99,237
Eiichiro Oda,"One Piece, Vol. 92 (92)",$9.99,4
Unkown,Dinner at the Club: 100 Years of Stories and Recipes from South Philly's Palizzi Social Club,$25.15,9
Alex Petrov,Database Internals: A Deep Dive into How Distributed Data Systems Work,$49.24,7
Eva Chen,Juno Valentine and the Fantastic Fashion Adventure,$13.39,1
Joe Posnanski,The Life and Afterlife of Harry Houdini,$16.39,10
Anne Perry,A Christmas Gathering: A Novel,$10.99,20
Elizabeth Schneider,"Wine for Normal People: A Guide for Real People Who Like Wine, but Not the Snobbery That Goes with It (Wine Tasting Book, Gift for Wine Lover)",$22.46,7
Todd Hampson,The Non-Prophet's Guide™ to the Book of Revelation: Bible Prophecy for Everyone,$16.99,20
Unkown,The Cult of Trump: A Leading Cult Expert Explains How the President Uses Mind Control,$0.00,16
Natalie Eve Garrett,Eat Joy: Stories & Comfort Food from 31 Celebrated Writers,$19.80,3
Unkown,"Game of Thrones: The Costumes, the official book from Season 1 to Season 8",$57.98,
Thomas C. Murray,Personal & Authentic: Designing Learning Experiences That Impact a Lifetime,$22.46,8
Jennifer LeClaire,The Seer Dimensions: Activating Your Prophetic Sight to See the Unseen,$15.29,8
Unkown,The Fowl Twins,$0.00,23
Tim Lybarger,Mister Rogers' Neighborhood: A Visual History,$24.44,4
Unkown,Parasites And Human Womer: Historical Herbal Blends,$49.95,10
Mandy Lee,"The Art of Escapism Cooking: A Survival Story, with Intensely Good Flavors",$22.05,9
Sally Clarkson,Only You Can Be You: What Makes You Different Makes You Great,$13.50,34
Robert Morris,Take the Day Off: Receiving God's Gift of Rest,$19.80,8
Stephanie Bower,"The Urban Sketching Handbook: 101 Sketching Tips: Tricks, Techniques, and Handy Hacks for Sketching on the Go (Urban Sketching Handbooks)",$16.19,16
Mo Willems,The Pigeon Needs a Bath Book with Pigeon Bath Toy!,$10.99,2
Joe Posnanski,The Life and Afterlife of Harry Houdini,$16.39,10
Unkown,Skillet Love: From Steak to Cake: More Than 150 Recipes in One Cast-Iron Pan,$27.00,1
William J. Bennett,America: The Last Best Hope (One-Volume Edition),$33.38,
Unkown,Dog Diaries: Happy Howlidays,$7.54,5
Bettina Elias Siegel,Kid Food: The Challenge of Feeding Children in a Highly Processed World,$23.70,1
Margaret Wilkerson Sexton,The Revisioners: A Novel,$11.70,2
Unkown,Welcome to Auradon: A Descendants 3 Sticker and Activity Book,$7.19,
Thomas Chatterton Williams,Self-Portrait in Black and White: Unlearning Race,$12.39,4
Amy Merrick,On Flowers: Lessons from an Accidental Florist,$29.49,6
Michael Ruhlman,"From Scratch: 10 Meals, 175 Recipes, and Dozens of Techniques You Will Use Over and Over",$35.49,6
John S. Dickerson,Jesus Skeptic,$14.39,21
Ed Darack,The Warriors of Anbar: The Marines Who Crushed Al Qaeda--the Greatest Untold Story of the Iraq War,$28.00,1
Unkown,Always Audrey: Six Iconic Photographers. One Legendary Star.,$49.99,
Kate Carlisle,Shot Through the Hearth (A Fixer-Upper Mystery Book 7),$7.99,17
Shea Ernshaw,Winterwood,$16.99,11
Chelsea Fairless,We Should All Be Mirandas: Life Lessons from Sex and the City’s Most Underrated Character,$14.78,8
Jaquira Díaz,Ordinary Girls: A Memoir,$21.99,5
Hampton Sides,"On Desperate Ground: The Marines at The Reservoir, the Korean War's Greatest Battle",$9.99,487
Karen Campbell,How to Draw and Find Your Style!: Discover the Secret to Unleashing Your Personal Artistic Style While Learning How to Draw Fabulous Female Faces and Hands!,$22.49,25
John Connolly,A Book of Bones: A Thriller (Charlie Parker 17),$14.99,80
Unkown,Exposing the Spiritual Roots of Disease: Powerful Answers to Your Questions About Healing and Disease Prevention,$11.79,8
Hirohiko Araki,"JoJo's Bizarre Adventure: Part 4--Diamond Is Unbreakable, Vol. 3 (3)",$17.99,
Unkown,The Great British Baking Show: The Big Book of Amazing Cakes,$20.49,18
Unkown,Minecraft: Guide to Ocean Survival,$8.99,
Soong-Chan Rah,"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery",$15.30,5
Janelle Shane,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,$24.49,1
Laura Levine,Christmas Sweets,$9.69,31
Molly Knox Ostertag,The Midwinter Witch,$9.67,2
Jon Gordon,One Word for Kids: A Great Way to Have Your Best Year Ever,$12.60,
Unkown,Almost Alchemy: Make Any Business Of Any Size Produce More With Fewer And  Less,$19.99,19
Fun Puzzlers,"Word Search: Christmas Edition Volume 1: 8.5"" x 11"" Large Print (Fun Puzzlers Large Print Word Search Books)",$6.95,
Charles Todd,A Cruel Deception: A Bess Crawford Mystery (Bess Crawford Mysteries Book 11),$12.99,43
Susan Mallery,Meant to Be Yours (Happily Inc Book 5),$7.99,266
Gordon Ramsay,Gordon Ramsay's Good Food Fast: 30-minute home-cooked meals transformed by Michelin-starred expertise,$33.52,3
Dominic Bradbury,Atlas of Mid-Century Modern Houses,$96.99,4
Lynn Toler,"Dear Sonali, Letters to the Daughter I Never Had",$12.97,3
Adam Rubin,Dragons Love Tacos 2 Book and Toy Set,$14.99,5
Unkown,"CalorieKing 2020 Larger Print Calorie, Fat & Carbohydrate Counter",$11.69,3
Joyce Meyer,Healing the Soul of a Woman Devotional: 90 Inspirations for Overcoming Your Emotional Wounds,$14.40,4
Kiersten White,The Guinevere Deception (Camelot Rising Trilogy),$13.39,32
Unkown,"CTS Certified Technology Specialist Exam Guide, Third Edition",$42.99,
Katherine Spencer,Thomas Kinkade's Cape Light: When Christmas Comes (A Cape Light Novel),$17.55,3
Melanie Mitchell,Artificial Intelligence: A Guide for Thinking Humans,$20.49,5
Adam Frankel,"The Survivors: A Story of War, Inheritance, and Healing",$14.99,1
Chris King,75 Easy-to-Read Crossword Puzzles: Medium-Level Puzzles to Challenge Your Brain,$14.39,27
Craig Curelop,The House Hacking Strategy: How to Use Your Home to Achieve Financial Freedom,$20.49,13
Mark Z. Danielewski,The Little Blue Kite,$23.49,10
Unkown,"Rage: A Joe Ledger and Rogue Team International Novel: Rogue Team International Series, Book 1",$0.00,8
Peter F. Hamilton,Salvation Lost (The Salvation Sequence Book 2),$14.99,14
Unkown,PhotoWork: Forty Photographers on Process and Practice,$21.44,4
Anna Borges,The More or Less Definitive Guide to Self-Care,$15.26,2
Suzanne Walker,Mooncakes,$13.49,18
Rivers Solomon,The Deep,$14.99,25
Unkown,The Empath's Empowerment Journal: Your Self-Care Companion,$12.41,2
Nathalia Holt,The Queens of Animation: The Untold Story of the Women Who Transformed the World of Disney and Made Cinematic History,$20.49,1
Unkown,Francois Halard: A Visual Diary,$62.20,1
Kate Leahy,"Lavash: The bread that launched 1,000 meals, plus salads, stews, and other recipes from Armenia (Armenian Cookbook, Armenian Food Recipes)",$18.59,6
Unkown,"Ashley Longshore: I Do Not Cook, I Do Not Clean, I Do Not Fly Commercial",$34.78,
Unkown,"CCNA 200-301 Official Cert Guide, Volume 1",$38.57,6
Audrey Roberts,The Everything Gluten-Free & Dairy-Free Cookbook: 300 simple and satisfying recipes without gluten or dairy,$12.99,4
Euny Hong,The Power of Nunchi: The Korean Secret to Happiness and Success,$22.00,
Aaron Roth,The Ethical Algorithm: The Science of Socially Aware Algorithm Design,$22.46,1
David A Westcott,Understanding ArubaOS: Version 8.x,$58.21,4
Monique El-Faizy,All the President's Women: Donald Trump and the Making of a Predator,$13.99,13
Unkown,Bill Sienkiewicz: Revolution,$44.96,3
Chip Zdarsky,Spider-Man: Life Story,$22.49,4
Alan Taylor,Thomas Jefferson's Education,$17.62,11
Lior Lev Sercarz,Mastering Spice: Recipes and Techniques to Transform Your Everyday Cooking: A Cookbook,$22.41,5
Unkown,"Clockwork Angel: The Infernal Devices, Book 1",$0.00,"1,689"
Hugh Acheson,Sous Vide: Better Home Cooking: A Cookbook,$24.99,3
Lyssa Kay Adams,The Bromance Book Club,$9.99,35
Unkown,The Forgotten Girl,$15.29,
Talia Hibbert,"Get a Life, Chloe Brown: A Novel (The Brown Sisters Book 1)",$10.99,35
Ransom Riggs,A Map of Days (Miss Peregrine's Peculiar Children),$12.79,352
R.M. Gauthier,The Realm of Lost Souls (The Angels & Magic Series Book 1),$0.99,2
Bob Lazar,Dreamland: An Autobiography,$17.51,25
Melanie Katzman,"Connect First: 52 Simple Ways to Ignite Success, Meaning, and Joy at Work",$24.70,26
Shannon Pufahl,On Swift Horses: A Novel,$13.99,1
Go Lucky Press,"Thanksgiving Coloring Book for Kids Ages 2-5: A Collection of Fun and Easy Happy Thanksgiving Day Coloring Pages for Kids, Toddlers and Preschool",$7.97,
Unkown,Keep Scrolling Till You Feel Something: 21 Years of Humor from McSweeney's Internet Tendency (Mcsweeney's Quarterly Concern),$21.00,
Unkown,"The Big Book of Reading Comprehension Activities, Grade 3: 100+ Activities for After-School and Summer Reading Fun",$12.25,4
Ken Dryden,Scotty: A Hockey Life Like No Other,$23.79,2
Unkown,Game On! 2020,$11.69,
Unkown,Saturday,$13.59,3
Unkown,"Cracking the AP World History: Modern Exam, 2020 Edition: Practice Tests & Prep for the NEW 2020 Exam (College Test Preparation)",$12.89,
Andrew Blauner,"The Peanuts Papers: Writers and Cartoonists on Charlie Brown, Snoopy & the Gang, and the Meaning of Life: A Library of America Special Publication",$20.99,2
Karin Pfeiff-Boschek,Elegant Pie: Transform Your Favorite Pies into Works of Art,$17.49,3
Hisham Matar,A Month in Siena,$24.30,1
Faith Hunter,Shattered Bonds (Jane Yellowrock Book 13),$7.99,206
Unkown,"Boruto, Vol. 7: Naruto Next Generations (7) (Boruto: Naruto Next Generations)",$7.97,1
Leo Robitschek,The NoMad Cocktail Book,$21.81,1
Michael S. Heiser,The World Turned Upside Down: Finding the Gospel in Stranger Things,$11.69,7
Unkown,Stoned: Photographs & treasures from life with the Rolling Stones,$22.49,1
Jess Ekstrom,"Chasing the Bright Side: Embrace Optimism, Activate Your Purpose, and Write Your Own Story",$20.58,78
Michael S. Heiser,The Unseen Realm: Recovering the Supernatural Worldview of the Bible,$17.09,991
Unkown,Brilliant Maps for Curious Minds: 100 New Ways to See the World,$17.96,6
Unkown,Unstuck Workbook,$13.50,2
Unkown,Disney - Frozen 2 Look and Find Activity Book - PI Kids,$8.38,15
Paul Tobin,Plants vs. Zombies Volume 14: A Little Problem,$9.99,2
Stephan Van Dam,"Street Smart NYC Map Midtown Edition by Van Dam-Laminated pocket city street map of Manhattan w/ all attractions, museums, sights, hotels, Broadway Theaters & NYC Subway map; 2020 Edition",$7.16,71
Brad Thomas Parsons,Last Call: Bartenders on Their Final Drink and the Wisdom and Rituals of Closing Time,$24.90,9
Amanda Noll,How I Met My Monster (I Need My Monster),$16.16,1
Go Lucky Press,"I Spy Thanksgiving Book for Kids Ages 2-5: A Fun Activity Blessing Thanksgiving Dinner Things, Turkey & Other Cute Stuff Coloring and Guessing Game For Little Kids, Toddler and Preschool",$7.97,1
Rick Steves,Rick Steves Mediterranean Cruise Ports (Rick Steves Travel Guide),$25.19,1
Riichiro Inagaki,"Dr. STONE, Vol. 8 (8)",$9.99,2
Joshua Barkman,False Knees: An Illustrated Guide to Animal Behavior,$10.49,30
Mira Ptacin,"The In-Betweens: The Spiritualists, Mediums, and Legends of Camp Etna",$25.60,2
Unkown,Best Colleges 2020: Find the Right Colleges for You!,$15.61,
Unkown,History and Eschatology: Jesus and the Promise of Natural Theology,$31.46,
Unkown,Little Women (Seasons Edition -- Winter),$26.99,3
Unkown,Little Women (Seasons Edition -- Winter),$26.99,3
Jung Chang,"Big Sister, Little Sister, Red Sister: Three Women at the Heart of Twentieth-Century China",$19.39,1
Reki Kawahara,Sword Art Online 17 (light novel): Alicization Awakening,$11.06,
Nancy Tillman,I Knew You Could Do It!,$12.79,5
Jack Rosewood,The Serial Killer Coloring Book: An Adult Coloring Book Full of Famous Serial Killers,$9.95,18
Meredith Erickson,Alpine Cooking: Recipes and Stories from Europe's Grand Mountaintops [A Cookbook],$31.17,4
Unkown,"Harrisons Manual of Medicine, 20th Edition (Harrison's Manual of Medicine)",$73.67,1
Ryann Kipping RD,The Feel-Good Pregnancy Cookbook: 100 Nutritious and Delicious Recipes for a Healthy 9 Months and Beyond,$12.23,17
Unkown,Pride and Prejudice (Seasons Edition -- Winter),$26.99,5
Axton Betz-Hamilton,"The Less People Know About Us: A Mystery of Betrayal, Family Secrets, and Stolen Identity",$13.99,11
William C Davis,The Greatest Fury: The Battle of New Orleans and the Rebirth of America,$25.28,3
Unkown,The Art of Borderlands 3,$40.50,2
Ramesh Srinivasan,Beyond the Valley: How Innovators around the World are Overcoming Inequality and Creating the Technologies of Tomorrow (The MIT Press),$22.23,3
Liz Stavrinides,"Extraordinary Dogs: Stories from Search and Rescue Dogs, Comfort Dogs, and Other Canine Heroes",$20.99,
Unkown,"The Photography of Game of Thrones, the official photo book of Season 1 to Season 8",$52.50,
Unkown,No Days Off: My Life with Type 1 Diabetes and Journey to the NHL,$24.29,1
James Breakwell,"How to Save Your Child from Ostrich Attacks, Accidental Time Travel, and Anything Else that Might Happen on an Average Tuesday",$13.63,3
Jennifer Cohen Harper,"Thank You Body, Thank You Heart: A Gratitude and Self-Compassion Practice for Bedtime",$15.29,10
Richard Louv,Our Wild Calling: How Connecting with Animals Can Transform Our Lives―and Save Theirs,$15.89,1
Unkown,The Complete Keto Cookbook for Beginners #2019-2020: 600 5-Ingredient Low-Carb Ketogenic Diet Recipes to Lose Weight Quick & Easy (28 Days Meal Plan Included),$10.98,69
Naomi Oreskes,Why Trust Science? (University Center for Human Values Series),$22.46,4
Unkown,Mommy Beeps: A book for children who love a type 1 diabetic,$10.79,8
Dana Schwartz,The White Man's Guide to White Male Writers of the Western Canon,$12.19,43
Mike Alfaro,Millennial Loteria: El Expansion Pack,$13.49,33
Dr. Tara Swart,"The Source: The Secrets of the Universe, the Science of the Brain",$18.89,8
Ted Gioia,Music: A Subversive History,$26.78,3
Guy Haley,The Lost and the Damned (2) (The Horus Heresy: Siege of Terra),$22.03,7
Andrea Long Chu,Females,$11.02,1
Gideon Schwartz,Hi-fi: The History of High-end Audio Design (Themes and Movements),$62.51,3
Aileen Nielsen,Practical Time Series Analysis: Prediction with Statistics and Machine Learning,$42.99,2
Edna O'Brien,Girl: A Novel,$13.99,5
Matthew Reinhart,"Star Wars: The Ultimate Pop-Up Galaxy (Star Wars Gifts for boys, girls & adults)",$46.59,
Carroll Pellegrinelli,"Starter Sourdough: The Step-by-Step Guide to Sourdough Starters, Baking Loaves, Baguettes, Pancakes, and More",$14.39,19
Nic Stone,Jackpot,$12.79,11
Mikki Kendall,"Amazons, Abolitionists, and Activists: A Graphic History of Women's Fight for Their Rights",$19.99,3
Claire Diaz-Ortiz,Social Media Success for Every Brand: The Five StoryBrand Pillars That Turn Posts Into Profits,$16.19,9
Scott Adams,Dilbert Turns 30,$10.49,3
Larda Houter,"Ninja Foodi Grill Cookbook #2020: Affordable, Easy & Delicious Recipes for Indoor Grilling & Air Frying | 21-Day Meal Plan",$0.00,68
Luke Goodrich,Free to Believe: The Battle Over Religious Liberty in America,$15.99,24
Jodi Ellen Malpas,Leave Me Breathless,$9.99,76
Luke Flowers,The Muppet Christmas Carol: The Illustrated Holiday Classic,$13.39,
Heather Boushey,Unbound: How Inequality Constricts Our Economy and What We Can Do about It,$21.99,1
Paula Brackston,Secrets of the Chocolate House (Found Things Book 2),$14.99,60
Unkown,Bill James Handbook 2020,$27.29,1
Unkown,Arcade Game Typography: The Art of Pixel Type,$24.99,
Tom Knisely,Huck Lace Weaving Patterns with Color and Weave Effects: 576 Drafts and Samples plus 5 Practice Projects,$28.49,1
Jivana Heyman,Accessible Yoga: Poses and Practices for Every Body,$21.14,4
Unkown,The E-Myth HVAC Contractor: Why Most HVAC Companies Don't Work and What to Do About It,$34.95,1
Unkown,How Money Became Dangerous: The Inside Story of Our Turbulent Relationship with Modern Finance,$27.49,5
Test Prep Books,GED Study Guide 2020 All Subjects: GED Preparation 2020 All Subjects Test Prep & Practice Test Questions [Updated for NEW Official Outline],$12.99,4
Unkown,Dory Fantasmagory: Outside the Box,$20.60,
Myles McNutt,Game of Thrones: A Guide to Westeros and Beyond: The Complete Series(Gift for Game of Thrones Fan),$42.48,
Eric Lichtblau,Return to the Reich: A Holocaust Refugee’s Secret Mission to Defeat the Nazis,$15.68,24
Kenneth Womack,"Solid State: The Story of ""Abbey Road"" and the End of the Beatles",$24.26,15
Unkown,How to Paint Characters the Marvel Studios Way,$42.88,4
Austen Ivereigh,Wounded Shepherd: Pope Francis and His Struggle to Convert the Catholic Church,$27.74,3
Unkown,"Miller's Anesthesia, 2-Volume Set",$396.78,
James Dean,Pete the Cat and the Supercool Science Fair,$4.99,3
Paul Hirsch,"A Long Time Ago in a Cutting Room Far, Far Away: My Fifty Years Editing Hollywood Hits―Star Wars, Carrie, Ferris Bueller's Day Off, Mission: Impossible, and More",$21.04,
Unkown,An Anonymous Girl,$0.00,"1,267"
John O'Bryan,League of Legends: Lux,$14.39,1
Unkown,"The Adventure of the Peculiar Protocols: Adapted from the Journals of John H. Watson, M.D.",$0.00,39
Amber Teamann,Lead with Appreciation: Fostering a Culture of Gratitude (A Lead Like a PIRATE Guide),$24.11,13
Richard Bell,Stolen: Five Free Boys Kidnapped into Slavery and Their Astonishing Odyssey Home,$17.99,9
Mary Jo Sharp,Why I Still Believe: A Former Atheist’s Reckoning with the Bad Reputation Christians Give a Good God,$16.19,11
Unkown,Jerry Garcia: Secret Space Of Dreams,$40.50,2
Robert C. Martin,Clean Agile: Back to Basics (Robert C. Martin Series),$20.92,1
Jerry Scott,Not Sparking Joy: A Zits Treasury,$13.29,2
Unkown,Science of Getting Rich: Action Guide,$14.20,2
Unkown,In Pieces,$0.00,"1,586"
Steph Cha,Your House Will Pay: A Novel,$12.99,15
Heather Christle,The Crying Book,$12.99,2
Mark David Hall,Did America Have a Christian Founding?: Separating Modern Myth from Historical Truth,$23.95,9
Kellie Bailey,Some Days I Flip My Lid,$16.71,11
Allie Michelle,The Rose That Blooms in the Night,$10.79,9
Unkown,Star Wars: Galaxy's Edge,$10.39,7
Ryan O'Sullivan,Yungblud Presents the Twisted Tales of the Ritalin Club,$19.79,1
Piers Bizony,The NASA Archives. 60 Years in Space,$90.61,22
Becky Thompson,"My Real Story: One Year to Record, Reflect, and Remember",$13.76,3
James Buckley Jr.,Scholastic Year in Sports 2020,$9.99,
Craig McAnuff,Original Flava: Caribbean Recipes from Home,$17.49,7
Unkown,"CSB Tony Evans Study Bible, Purple LeatherTouch",$62.99,
Unkown,I'm Stretched,$9.95,31
Jay Cassell,"Shooter's Bible, 111th Edition: The World's Bestselling Firearms Reference: 2019–2020",$26.71,1
Sheri Koones,Downsize: Living Large in a Small House,$23.94,3
N. D. Wilson,"Hello, Ninja",$10.49,17
Jeff Lemire,Gideon Falls Volume 3: Stations of the Cross,$12.44,4
Brenda Novak,Christmas in Silver Springs,$5.99,57
Brenda Jackson,Finding Home Again (Catalina Cove),$5.99,38
Sophie Van Tiggelen,The Autoimmune Protocol Meal Prep Cookbook: Weekly Meal Plans and Nourishing Recipes That Make Eating Healthy Quick & Easy,$21.49,16
Unkown,The American Canon: Literary Genius from Emerson to Pynchon,$17.99,3
Unkown,MICHELIN Guide New York City 2020: Restaurants (Michelin Red Guide),$16.24,
Unkown,"If These Walls Could Talk: Seattle Seahawks: Stories from the Seattle Seahawks Sideline, Locker Room, and Press Box",$16.16,
Yancey Strickler,This Could Be Our Future: A Manifesto for a More Generous World,$15.19,3
Yuu Kamiya,"No Game No Life, Vol. 9 (light novel) (No Game No Life (9))",$10.30,1
Mark Halperin,How to Beat Trump: America's Top Political Strategists On What It Will Take,$15.99,10
Amy Jen Su,The Leader You Want to Be: Five Essential Principles for Bringing Out Your Best Self--Every Day,$21.18,8
Urvashi Pitre,"Air Fryer Revolution: 100 Crispy, Healthy, Fast & Fresh Recipes",$13.99,27
Elizabeth Hand,Curious Toys,$13.99,7
C. S. Lewis,The Reading Life: The Joy of Seeing New Worlds Through Others' Eyes,$14.72,2
Unkown,Southern Exposure: The Overlooked Architecture of Chicago's South Side (Second to None: Chicago Stories),$29.99,3
Olly Postanin,The Fundies: The Essential Hockey Guide from On the Bench,$14.40,3
Elizabeth Chiles Shelburne,Holding On To Nothing,$23.36,10
Donna Andrews,Owl Be Home for Christmas: A Meg Langslow Mystery (Meg Langslow Mysteries Book 26),$11.99,44
Chrissie Rucker,For the Love of White: The White and Neutral Home,$36.27,
Susan May Warren,Wyatt: The Montana Marshalls - An Inspirational Romantic Suspense Family Series,$9.99,79
Unkown,"Phoenix: Liberté, Égalité, Phoenix!",$33.63,3
Andrew Roberts,Leadership in War: Essential Lessons from Those Who Made History,$16.84,
William J. Mann,The Contender: The Story of Marlon Brando,$24.39,6
Unkown,"Christmas Is Coming! An Advent Book: Crafts, games, recipes, stories, and more! (Christmas Calendar, Advent Calendar for Families, Family Craft and Holiday Activity book)",$12.77,1
Unkown,Distitch: A new knitting concept,$33.14,
Unkown,The Lost Secret: Unlocking the Hidden Chapters of Napoleon Hill's Think and Grow Rich,$22.95,3
Yuki Tabata,"Black Clover, Vol. 18 (18)",$8.99,2
Unkown,The Grim Reaper: The Life and Career of a Reluctant Warrior,$16.99,3
Unkown,Slumber Party Sparkles (JoJo and BowBow #4),$6.99,2
Unkown,Thomas Guide: Los Angeles and Orange Counties Street Guide 55th Edition (The Thomas Guide Streetguide),$33.45,2
Karen Armstrong,The Lost Art of Scripture: Rescuing the Sacred Texts,$14.99,1
Pete Townshend,The Age of Anxiety: A Novel,$22.40,
Gary John Bishop,Unfu*k Yourself 2020 Day-to-Day Calendar: Get Out of Your Head and into Your Life,$14.39,
Wesley Stace,Out Loud: A Memoir,$20.21,1
Sui Ishida,"Tokyo Ghoul: re, Vol. 13 (13)",$9.67,3
Unkown,Do You Really Need Spine Surgery?: Take Control With a Spine Surgeon’s Advice,$22.46,5
Unkown,Jeff Bridges: Pictures Volume Two,$34.59,1
Sherry Thomas,The Art of Theft (The Lady Sherlock Series Book 4),$11.99,41
Unkown,Help! My Bible Is Alive!: 30 Days of Learning to Love and Understand God’s Word,$15.99,17
Unkown,Wuthering Heights (Seasons Edition -- Winter),$26.99,3
Unkown,Star Trek: The U.S.S. Enterprise NCC-1701 Illustrated Handbook,$20.99,8
Unkown,Supernova Era,$0.00,40
Amanda Yates Garcia,Initiated: Memoir of a Witch,$20.69,10
Yana Toboso,"Black Butler, Vol. 28 (Black Butler (28))",$11.70,2
Unkown,Batman by Scott Snyder & Greg Capullo Omnibus Vol. 1 (Batman Omnibus),$84.55,28
Cassandra Clare,"The Mortal Instruments: The Graphic Novel, Vol. 3 (The Mortal Instruments: The Graphic Novel (3))",$11.70,3
Matthew Reinhart,The World of Warcraft Pop-Up Book,$34.64,5
Yasmin Boland,"The Mercury Retrograde Book: Turn Chaos into Creativity to Repair, Renew and Revamp Your Life",$1.99,9
Unkown,"The Drifting Classroom: Perfect Edition, Vol. 1 (1) (The Drifting Classroom: The Perfect Edit)",$24.49,4
Diane Alber,A Little Scribble SPOT: A Story About Colorful Emotions,$0.00,23
Unkown,Rick Steves Rome 2020 (Rick Steves Travel Guide),$21.99,
Anne Nelson,"Shadow Network: Media, Money, and the Secret Hub of the Radical Right",$17.97,7
Unkown,Building the Best: 8 Proven Leadership Principles to Elevate Others to Success,$25.96,7
Susan Cooper,The Shortest Day,$16.19,
Pamela Newkirk,"Diversity, Inc.: The Failed Promise of a Billion-Dollar Business",$24.30,3
